Name,Type,Episodes,Studio,Tags,Rating,Release_year
Recovery of an MMO Junkie,TV,10.0,Signal.MD,"Comedy, Romance, Adult Couples, Mature Romance, MMORPG, NEET, Romantic Comedy, RPG, Based on a Webtoon",3.97,2017.0
Hikaru no Go,TV,75.0,Pierrot,"Shounen, Board Games, Body Sharing, Ghosts, Psychological, Supernatural, Tournaments, Based on a Manga",3.97,2001.0
Tenchi Muyo! Ryo-Ohki 2,OVA,6.0,AIC,"Comedy, Ecchi, Fantasy, Aliens, Non-Human Protagonists, Space Pirates, Original Work, Nudity",3.97,1994.0
K: Return of Kings,TV,13.0,GoHands,"Action, Animeism, Supernatural, Superpowers, Original Work",3.97,2015.0
Restaurant to Another World 2,TV,12.0,OLM,"Fantasy, Episodic, Food and Beverage, Iyashikei, Non-Human Protagonists, Restaurants, Reverse Isekai, Based on a Light Novel",3.97,2021.0
Another,TV,12.0,P.A. WORKS,"Horror, Mystery, Countryside, Curse, Psychological, School Life, Supernatural, Transfer Students, Based on a Light Novel, Mature Themes,, Physical Abuse,, Suicide,, Violence",3.97,2012.0
Pretty Guardian Sailor Moon Eternal Movie 2,Movie,,Studio DEEN,"Action, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Henshin Heroes, Magic, Reincarnation, Sentai, Tokusatsu, Urban Fantasy",3.97,2021.0
Hakuouki: A Memory of Snow Flowers,OVA,6.0,Studio DEEN,"Action, Feudal Japan, Historical, Samurai, Based on an Otome Game, Based on a Visual Novel",3.97,2011.0
To Love Ru: Darkness 2nd Specials,TV Sp,,XEBEC,"Action, Comedy, Ecchi, Harem, Romance, Shounen, Aliens, Love Triangle, Non-Human Protagonists, Panty Shots, School Life, Based on a Manga, Nudity,, Sexual Content",3.97,2015.0
Yuru Yuri Nachu Yachumi!,OVA,1.0,TYO Animations,"Comedy, Seinen, Slice of Life, Based on a Manga",3.97,2014.0
Is It Wrong to Try to Pick Up Girls in a Dungeon? Movie: Arrow of the Orion,Movie,,J.C.Staff,"Action, Adventure, Fantasy, Harem, Dungeon, Gods, Guilds, Monsters, RPG, Swordplay, Based on a Light Novel",3.97,2019.0
Non Non Biyori,TV,12.0,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Lifestyle Change, School Life, Transfer Students, Based on a Manga",3.97,2013.0
Chi's New Address,TV,104.0,MADHOUSE,"Adventure, Comedy, Seinen, Slice of Life, Animal Protagonists, Cats, Family Friendly, Iyashikei, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga",3.97,2009.0
A Certain Magical Index II,TV,24.0,J.C.Staff,"Action, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers, Based on a Light Novel",3.97,2010.0
Chainsaw Man PV,Web,1.0,MAPPA,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Demons, Promotional, Based on a Manga, Violence",3.97,2021.0
How a Realist Hero Rebuilt the Kingdom: Part II,TV,,J.C.Staff,"Adventure, Drama, Fantasy, Romance, Isekai, Kingdom Building, Magic, Management, Modern Knowledge, Person in a Strange World, Political, Royalty, Summoned Into Another World, Based on a Light Novel",3.97,2022.0
The Heroic Legend of Arslan: Dust Storm Dance,TV,,LIDEN FILMS,"Action, Adventure, Fantasy, Shounen, Medieval, Middle Eastern, Military, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, Violence",3.97,2016.0
Meng Qi Shi Shen,Web,12.0,Wawayu Animation,"Comedy, Drama, Romance, Ancient China, Chinese Animation, Cooking, Food and Beverage, Historical, Person in a Strange World, Based on a Web Novel",3.97,2018.0
Sound! Euphonium,TV,13.0,Kyoto Animation,"Drama, Music, School Club, School Life, Based on a Novel",3.97,2015.0
Food Wars! The Third Plate: Erina no Shin Seikatsu,OVA,1.0,J.C.Staff,"Comedy, Ecchi, Shounen, Slice of Life, Boarding House, Cooking, Neighbors, Based on a Manga",3.96,2018.0
The Garden of Sinners Movie 1: Thanatos. (Overlooking View),Movie,,ufotable,"Action, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Mature Themes,, Suicide",3.96,2007.0
Kodocha,TV,102.0,Gallop,"Comedy, Drama, Romance, Shoujo, Slice of Life, Acting, Idols, Opposites Attract, School Life, Showbiz, Based on a Manga",3.96,1996.0
Akira,Movie,,TMS Entertainment,"Action, Sci Fi, Seinen, Cyberpunk, Dystopia, Human Experimentation, Motorcycles, Noir, Post-apocalyptic, Psychic Powers, Superpowers, Based on a Manga, Explicit Violence,, Nudity",3.96,1988.0
Little Witch Academia,Movie,,TRIGGER,"Fantasy, Anime Tamago, Dungeon, Magic, Magic School, School Life, Shorts, Witches, Original Work",3.96,2013.0
Aikatsu Stars! Hoshi no Tsubasa,TV,50.0,BN Pictures,"Idols, Music, Music School, Showbiz, Based on a Card Game",3.96,2017.0
Claymore,TV,26.0,MADHOUSE,"Action, Fantasy, Shounen, Dark Fantasy, Demons, Dystopia, Medieval, Revenge, Superpowers, Swordplay, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse",3.96,2007.0
Brand New Animal,TV,12.0,TRIGGER,"Action, Animal Protagonists, Animal Transformation, Anthropomorphic, Gangs, Lifestyle Change, Non-Human Protagonists, Terrorism, Original Work, Explicit Violence",3.96,2020.0
Hidamari Sketch x 365 EX,DVD S,,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Based on a 4-Koma Manga, Based on a Manga",3.96,2009.0
Bai Yao Pu 2nd Season,Web,12.0,Haoliners Animation League,"Adventure, Drama, Fantasy, Mystery, Ancient China, Chinese Animation, Historical, Supernatural, Based on a Novel, Animal Abuse,, Bullying,, Physical Abuse,, Violence",3.96,2021.0
Kyou kara Ore wa!!,OVA,10.0,Pierrot,"Comedy, Shounen, Delinquents, Hand to Hand Combat, School Life, Based on a Manga, Bullying,, Mature Themes,, Physical Abuse",3.96,1992.0
Yowamushi Pedal: New Generation,TV,25.0,8 Pan,"Shounen, Sports, Cycling, Racing, School Club, School Life, Based on a Manga",3.96,2017.0
Saiyuki Reload: Urasai,DVD S,,Pierrot,"Comedy, Josei, Christmas, Journey to the West, Based on a Manga",3.96,2003.0
Super Lovers 2,TV,10.0,Studio DEEN,"BL, Comedy, Drama, Romance, Shounen-ai, Slice of Life, Age Gap, Brother Complex, LGBT Themes, Opposites Attract, School Life, Siblings, Based on a Manga, Mature Themes",3.96,2017.0
Lie Huo Jiao Chou,Web,12.0,Shenying Animation,"Action, BL, Drama, Shounen-ai, Chinese Animation, Reincarnation, Supernatural, Based on a Novel, CG Animation",3.96,2021.0
Non Non Biyori Repeat OVA,OVA,1.0,SILVER LINK.,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Based on a Manga",3.96,2016.0
Hakkenden: Eight Dogs of the East 2,TV,13.0,Studio DEEN,"Action, Fantasy, Shoujo, Supernatural, Based on a Manga",3.96,2013.0
Xie Wang Zhui Qi Zhi Yishi Qingcheng,Web,12.0,BigFireBird,"Action, Comedy, Drama, Fantasy, Romance, Ancient China, Chinese Animation, Cultivation, Isekai, Martial Arts, Xianxia, Based on a Web Novel",3.96,2020.0
Macross Frontier Movie 2: Sayonara no Tsubasa,Movie,,SATELIGHT,"Action, Drama, Mecha, Romance, Sci Fi, Idols, Love Triangle, Music, Real Robot, Transforming Mecha",3.96,2011.0
Wan Jie Xian Zong 5th Season,Web,60.0,Ruo Hong Culture,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga, CG Animation",3.96,2021.0
Kokoro Connect,TV,13.0,SILVER LINK.,"Drama, Romance, Androphobia, Body Swapping, Love Triangle, School Club, School Life, Supernatural, Based on a Light Novel",3.96,2012.0
The World God Only Knows,TV,12.0,Manglobe,"Comedy, Fantasy, Romance, Shounen, Demons, Otaku Culture, School Life, Based on a Manga",3.96,2010.0
Eden of The East Movie II: Paradise Lost,Movie,,Production I.G,"Mystery, Conspiracy, High Stakes Games, Original Work",3.96,2010.0
Mr. Osomatsu 2nd Season,TV,25.0,Pierrot,"Comedy, Slice of Life, Breaking the Fourth Wall, Episodic, Gag, NEET, Parody, Siblings, Slapstick, Based on a Manga",3.96,2017.0
Sket Dance,TV,77.0,Tatsunoko Production,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Episodic, Gag, School Club, School Life, Based on a Manga",3.96,2011.0
Blue Exorcist: Kyoto Saga,TV,12.0,A-1 Pictures,"Action, Drama, Fantasy, Shounen, Animeism, Contemporary Fantasy, Demons, Exorcists, Supernatural, Urban Fantasy, Based on a Manga",3.96,2017.0
Wan Jie Fa Shen,Web,54.0,Ruo Hong Culture,"Action, Fantasy, Chinese Animation, Magic, Magic School, Martial Arts, School Life, Short Episodes, CG Animation",3.96,2020.0
My Hero Academia - All Might: Rising The Animation,DVD S,,Bones,"Action, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga",3.96,2019.0
Zoku Sayonara Zetsubou Sensei,TV,13.0,SHAFT,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, School Life, Teaching, Based on a Manga, Mature Themes,, Suicide",3.96,2008.0
Fate/Grand Order: Absolute Demonic Front - Babylonia,TV,21.0,CloverWorks,"Action, Fantasy, Sci Fi, Gods, Greek Mythology, Magic, Person in a Strange World, Proxy Battles, Superpowers, Based on a Mobile Game, Violence",3.96,2019.0
Liang Bu Yi: Part II,Web,12.0,Paper Plane,"Comedy, Romance, Ancient China, Body Swapping, Chibi, Chinese Animation, Gender Bender, Political, Royalty, War, Based on a Webtoon, CG Animation",3.96,2021.0
Eden of The East Movie I: The King of Eden,Movie,,Production I.G,"Mystery, America, Amnesia, Conspiracy, High Stakes Games, Original Work",3.96,2009.0
Is It Wrong to Try to Pick Up Girls in a Dungeon? II,TV,12.0,J.C.Staff,"Action, Comedy, Fantasy, Harem, Romance, Dungeon, Guilds, RPG, Swordplay, Weak to Strong, Based on a Light Novel, Violence",3.96,2019.0
The Rose of Versailles,TV,40.0,TMS Entertainment,"Drama, Romance, Shoujo, 18th Century, Europe, France, French Revolution, Historical, Political, Social Gap, Based on a Manga",3.96,1979.0
My Bride Is a Mermaid OVA,OVA,2.0,AIC,"Comedy, Shounen, Mermaids, Based on a Manga",3.96,2008.0
Tiger & Bunny,TV,25.0,Sunrise,"Action, Comedy, Sci Fi, Death of a Loved One, Superheroes, Superpowers, Original Work, Mature Themes,, Physical Abuse,, Domestic Abuse",3.96,2011.0
Capeta,TV,52.0,Studio Comet,"Action, Shounen, Sports, Cars, Racing, Based on a Manga",3.96,2005.0
Kaguya-sama: Love is War - Ultra Romantic PV - Yu Ishigami Wants to Discuss It,Other,,A-1 Pictures,"Comedy, Drama, Romance, Mind Games, Otaku Culture, Promotional, Romantic Comedy, School Life, Student Council, Based on a Manga",3.96,2021.0
IDOLiSH7,TV,17.0,TROYCA,"Drama, Idols, Music, Showbiz, Based on a Mobile Game",3.96,2018.0
Little Witch Academia: The Enchanted Parade,OVA,1.0,TRIGGER,"Fantasy, Magic, Magic School, School Life, Witches, Original Work",3.95,2015.0
Yotsuiro Biyori,TV,12.0,Zexcs,"Slice of Life, Cafe, Coworkers, Food and Beverage, Iyashikei, Work Life, Based on a Manga",3.95,2018.0
Hayate the Combat Butler!!,TV,25.0,J.C.Staff,"Comedy, Shounen, Butlers, Maids, Master-Servant Relationship, Parody, Tsundere, Based on a Manga",3.95,2009.0
Wu Geng Ji 3rd Season,Web,42.0,Sparkly Key Animation Studio,"Action, Fantasy, Ancient China, Chinese Animation, Based on a Manga, CG Animation",3.95,2019.0
The Heroic Legend of Arslan,TV,25.0,LIDEN FILMS,"Action, Adventure, Fantasy, Shounen, Medieval, Middle Eastern, Military, Political, Rebellions, Royalty, Swordplay, War, Based on a Manga, Animal Abuse,, Mature Themes,, Suicide,, Violence",3.95,2015.0
Mobile Suit Gundam Wing,TV,49.0,Sunrise,"Action, Mecha, Sci Fi, Outer Space, Political, Terrorism, War, Original Work",3.95,1995.0
The Seven Deadly Sins Movie: Prisoners of the Sky,Movie,,A-1 Pictures,"Action, Adventure, Fantasy, Shounen, Angels, Demons, Island, Magic, Medieval, Non-Human Protagonists, Overpowered Main Characters, Based on a Manga, Violence",3.95,2018.0
Hell Girl: Two Mirrors,TV,26.0,Studio DEEN,"Horror, Deal with the Devil, Episodic, Melancholy, Supernatural, Youkai, Original Work, Bullying,, Emotional Abuse",3.95,2006.0
Super Dimensional Fortress Macross,TV,36.0,Tatsunoko Production,"Drama, Mecha, Romance, Sci Fi, Aliens, Idols, Love Triangle, Military, Music, Outer Space, Real Robot, Space Opera, Transforming Mecha, War, Original Work",3.95,1982.0
Seitokai Yakuindomo Movie 2,Movie,,GoHands,"Comedy, Shounen, Crude, Gag, Newly Co-ed School, Parody, Satire, School Life, Student Council, Based on a 4-Koma Manga, Based on a Manga",3.95,2021.0
Meiji Tokyo Renka Movie: Yumihari no Serenade,Movie,,Studio DEEN,"Fantasy, Reverse Harem, Romance, Time Travel, Based on an Otome Game, Based on a Visual Novel",3.95,2015.0
My Little Monster,TV,13.0,Brain's Base,"Comedy, Romance, Shoujo, Slice of Life, Opposites Attract, Romantic Comedy, School Life, Based on a Manga",3.95,2012.0
Shiki Specials,DVD S,,Daume,"Horror, Countryside, Psychological, Supernatural, Vampires, Based on a Light Novel, Explicit Violence",3.95,2011.0
There She Is!!,Web,5.0,,"Drama, Romance, Animal Protagonists, Anthropomorphic, Korean Animation, Non-Human Protagonists, Short Episodes, Flash Animation",3.95,2003.0
Orange -Mirai-,Movie,,Telecom Animation Film,"Drama, Mystery, Romance, Shoujo, School Life, Supernatural, Based on a Manga",3.95,2016.0
Mobile Suit Gundam: Thunderbolt - December Sky,Movie,,Sunrise,"Action, Mecha, Sci Fi, Seinen, Military, Psychological, Real Robot, War, Based on a Manga, Drug Use,, Mature Themes,, Violence",3.95,2016.0
Mr. Osomatsu,TV,25.0,Pierrot,"Comedy, Josei, Slice of Life, Breaking the Fourth Wall, Episodic, Family Life, Gag, NEET, Parody, Siblings, Slapstick, Based on a Manga",3.95,2015.0
Yuru Yuri ♪♪,TV,12.0,Doga Kobo,"Comedy, GL, Seinen, Shoujo-ai, Slice of Life, School Club, School Life, Based on a Manga",3.95,2012.0
Wan Jie Xian Zong,Web,40.0,Ruo Hong Culture,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Manga, CG Animation",3.95,2018.0
Symphogear XV,TV,13.0,SATELIGHT,"Action, Sci Fi, Music, Superpowers, Original Work, Violence",3.95,2019.0
Cardcaptor Sakura: Clear Card-hen,TV,22.0,MADHOUSE,"Fantasy, Magical Girl, Shoujo, Contemporary Fantasy, Henshin Heroes, Magic, Urban Fantasy, Based on a Manga",3.95,2018.0
Zan Sayonara Zetsubou Sensei,TV,13.0,SHAFT,"Comedy, Shounen, Breaking the Fourth Wall, Dark Comedy, Gag, Teaching, Based on a Manga",3.95,2009.0
The Familiar of Zero: Knight of the Twin Moons,TV,12.0,J.C.Staff,"Comedy, Fantasy, Isekai, Magic, Magic School, Master-Servant Relationship, Person in a Strange World, School Life, Tsundere, Based on a Light Novel",3.95,2007.0
Angel Beats! Stairway to Heaven,DVD S,,P.A. WORKS,"Comedy, Afterlife, School Life, Supernatural, Original Work",3.95,2010.0
Toshokan Sensou: Kakumei no Tsubasa,Movie,,Production I.G,"Action, Comedy, Drama, Library, Military, Political, Based on a Light Novel",3.95,2012.0
Rakshasa Street 2nd Season,Web,5.0,L2 Studio,"Action, Chinese Animation, Supernatural, Based on a Manga",3.95,2019.0
Hidamari Sketch x Honeycomb,TV,12.0,SHAFT,"Comedy, Seinen, Slice of Life, Art, Art School, Boarding House, Iyashikei, Neighbors, School Life, Based on a 4-Koma Manga, Based on a Manga",3.95,2012.0
Xue Ying Lingzhu 2nd Season,Web,22.0,Mili Pictures,"Action, Fantasy, Ancient China, Chinese Animation, Based on a Web Novel, CG Animation",3.95,2020.0
Quanzhi Fashi III,Web,12.0,Foch,"Action, Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel",3.95,2018.0
The Irregular at Magic High School,TV,26.0,MADHOUSE,"Action, Sci Fi, Brother Complex, Magic, Magic School, Overpowered Main Characters, School Life, Siblings, Based on a Light Novel, Violence",3.95,2014.0
Den-noh Coil,TV,26.0,MADHOUSE,"Comedy, Drama, Mystery, Sci Fi, Slice of Life, Virtual Reality, Original Work",3.95,2007.0
Holo no Graffiti,Web,13.0,hololive production,"Comedy, Episodic, Gag, Idols, Short Episodes, Slapstick, VTubers, CG Animation, Original Work",3.95,2019.0
"Say ""I love you.""",TV,13.0,Zexcs,"Drama, Romance, Shoujo, Slice of Life, School Life, Based on a Manga, Bullying,, Emotional Abuse",3.95,2012.0
Golden Time,TV,24.0,J.C.Staff,"Comedy, Drama, Romance, Adult Couples, Amnesia, Childhood Promise, College, Coming of Age, Love Triangle, Mature Romance, School Life, Based on a Light Novel",3.95,2013.0
Scissor Seven Specials,Web,4.0,Sharefun Studio,"Action, Comedy, Birds, Chinese Animation, Short Episodes",3.95,2018.0
Eve: Ao no Waltz,Music,,Bones,,3.95,2020.0
Love Stage!!,TV,10.0,J.C.Staff,"BL, Comedy, Romance, Shounen-ai, Acting, Adult Couples, Crossdressing, LGBT Themes, Lifestyle Change, Mature Romance, Otaku Culture, Romantic Comedy, Showbiz, Based on a Manga, Sexual Content",3.95,2014.0
Boruto: Naruto the Movie - The Day Naruto Became Hokage,DVD S,,Pierrot,"Comedy, Shounen, Ninja, Based on a Manga",3.95,2016.0
Seitokai Yakuindomo*,TV,13.0,GoHands,"Comedy, Shounen, Crude, Newly Co-ed School, Parody, Satire, School Life, Student Council, Based on a 4-Koma Manga, Based on a Manga, Sexual Content",3.95,2014.0
Master Keaton OVA,OVA,15.0,MADHOUSE,"Adventure, Seinen, Detectives, Episodic, Espionage, Europe, Work Life, Based on a Manga",3.95,1999.0
Ling Jian Zun 2nd Season,Web,30.0,Soyep,"Action, Fantasy, Ancient China, Chinese Animation, Cultivation, Short Episodes, Based on a Web Novel, CG Animation",3.95,2019.0
The Prince of Tennis II Specials,DVD S,,M.S.C.,"Shounen, Sports, Tennis, Based on a Manga",3.95,2012.0
The Garden of Sinners Movie 6: Fairy Tale. (Oblivion Recording),Movie,,ufotable,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Cannibalism,, Drug Use,, Mature Themes,, Violence",3.95,2008.0
Hakuouki: Demon of the Fleeting Blossom OVA,OVA,2.0,Studio DEEN,"Reverse Harem, Parody, School Life, Short Episodes, Based on an Otome Game, Based on a Visual Novel",3.95,2011.0
Fairy Tail Movie 1: Phoenix Priestess,Movie,,A-1 Pictures,"Action, Fantasy, Shounen, Magic, Based on a Manga",3.95,2012.0
Hinomaru Sumo,TV,24.0,GONZO,"Action, Shounen, Sports, Hand to Hand Combat, Martial Arts, Sumo Wrestling, Wrestling, Based on a Manga",3.95,2018.0
Tamayura: Sotsugyou Shashin Movie 4 - Ashita,Movie,,TYO Animations,"Slice of Life, Iyashikei, Photography, Original Work",3.95,2016.0
Drifters Specials,DVD S,,Hoods Entertainment,"Action, Fantasy, Seinen, Dark Fantasy, Person in a Strange World, Rebellions, Samurai, Based on a Manga, Explicit Violence",3.95,2017.0
The Prince of Tennis: Another Story - Kako to Mirai no Message,OVA,4.0,M.S.C.,"Shounen, Sports, Tennis, Based on a Manga",3.95,2009.0
Porco Rosso,Movie,,Studio Ghibli,"Action, Adventure, Aviation, Curse, Europe, Pigs, Pirates, Based on a Manga",3.95,1992.0
"Problem Children Are Coming From Another World, Aren't They?",TV,10.0,diomedea,"Action, Fantasy, High Stakes Games, Isekai, Overpowered Main Characters, Person in a Strange World, PVP, Summoned Into Another World, Superpowers, Based on a Light Novel",3.94,2013.0
To Love Ru: Darkness 2nd OVA,OVA,3.0,XEBEC,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Love Triangle, Non-Human Protagonists, Panty Shots, Based on a Manga, Nudity,, Sexual Content",3.94,2016.0
Fullmetal Alchemist The Movie: Conqueror of Shamballa,Movie,,Bones,"Shounen, Europe, Historical, Siblings, War, World War 2, Based on a Manga, Violence",3.94,2005.0
Goku Sayonara Zetsubou Sensei,OVA,3.0,SHAFT,"Comedy, Shounen, Slice of Life, Breaking the Fourth Wall, Dark Comedy, Gag, Parody, Satire, Teaching, Based on a Manga, Mature Themes,, Suicide",3.94,2008.0
Death Note Rewrite 1: Visions of a God,TV Sp,,MADHOUSE,"Crime, Criminals, Detectives, Mind Games, Psychological, Psychopaths, Rivalries, Secret Identity, Serial Killers, Shinigami, Supernatural, Vigilantes, Based on a Manga",3.94,2007.0
Akudama Drive,TV,12.0,Pierrot,"Action, Sci Fi, Crime, Criminals, Mercenaries, Outside World, Thriller, Original Work, Explicit Violence,, Mature Themes,, Suicide",3.94,2020.0
School Rumble: Extra Class,OVA,2.0,Studio Comet,"Comedy, Shounen, Gag, Romantic Comedy, School Life, Based on a Manga",3.94,2005.0
